Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return_%,MA_7,MA_30,Volatility_7
2002-08-12,28.794172264984,29.7422062229146,28.794172264984,29.5191402435303,212976,0,0,,,,
2002-08-13,29.5563160869236,30.0303330442844,28.9057053554504,29.1194763183594,153576,0,0,-1.35391451740706,,,
2002-08-14,29.1845360313508,29.1845360313508,26.5635033168901,27.1118774414063,822776,0,0,-6.89435089767518,,,
2002-08-15,27.1118774414062,27.1118774414062,27.1118774414062,27.1118774414063,0,0,0,0,,,
2002-08-16,26.9724576950047,28.2550888848059,26.5820902008371,27.0468120574951,811856,0,0,-0.23998848494261,,,
2002-08-19,27.2698757107035,27.2698757107035,26.1266611730925,26.3776092529297,205880,0,0,-2.47423911972644,,,
2002-08-20,26.5635033168901,28.7941684912609,26.3869095578733,27.1118774414063,3773624,0,0,2.78367983025227,27.6283814566476,,
2002-08-21,28.6082623972789,29.147341189734,27.1583331813823,28.4409637451172,3011064,0,0,4.90222894590513,27.4743562425886,,3.7813493986906
2002-08-22,29.379720428575,30.9133027686928,29.2310088464882,29.6678485870361,6732480,0,0,4.31379489427315,27.5526951381138,,4.1489816747488
2002-08-23,29.9280773650379,32.4375745353983,29.5655950077176,31.4523639678955,4841672,0,0,6.01498074801132,28.172764641898,,3.14392456410505
2002-08-26,31.9542718386807,32.1587505780873,31.0898903710121,31.340841293335,2576912,0,0,-0.354576446700106,28.7769023350307,,3.18756400451165
2002-08-27,31.6010843068546,32.9023054253722,30.2998631883371,30.5601062774658,3694224,0,0,-2.49111058813591,29.2788015093122,,3.55903416163407
2002-08-28,30.467175634343,30.9318976716969,29.9559813932538,30.588005065918,1674960,0,0,0.0912915295478545,29.8802866254534,,3.15280755077115
2002-08-29,30.4021162509764,31.1363765027079,30.2998768354709,30.588005065918,1236544,0,0,0,30.3768762860979,,3.23837385234175
2002-08-30,30.6809388267359,33.5529194536834,30.6716438219266,32.7535972595215,3762384,0,0,7.0798739209589,30.9929667881557,,3.66458181080331
2002-09-02,33.2740768689788,34.1849303526053,32.7535879484337,33.0881881713867,2389568,0,0,1.02153943340673,31.4815867287772,,3.54132030282642
2002-09-03,33.2740910114621,33.4135075939124,31.2293144688583,31.5360298156738,986784,0,0,-4.69097415571135,31.4935389927455,,3.63894677714557
2002-09-04,31.1363619109126,32.5305273696102,30.7738794589386,32.2238121032715,1449856,0,0,2.1809412650156,31.6196776798793,,3.71233787431526
2002-09-05,33.2090210571328,33.357732611005,31.60108464926,32.0286293029785,1061360,0,0,-0.605709838635593,31.829466683524,,3.52663434357071
2002-09-06,32.1587547834328,32.1587547834328,30.4950509847565,30.8389434814453,907472,0,0,-3.71444500568301,31.8653150285993,,3.91286399298306
2002-09-09,29.3704267196073,31.7405086226136,29.3704267196073,30.4392871856689,880848,0,0,-1.29594678240785,31.8440696171352,,3.95333778277391
2002-09-10,30.4392871856689,30.4392871856689,30.4392871856689,30.4392871856689,0,0,0,0,31.5134538922991,,2.46434566273779
2002-09-11,30.6065891050796,31.7498069015301,30.6065891050796,31.2107276916504,635936,0,0,2.53435798701833,31.2452452523368,,2.72523166598227
2002-09-12,31.591781138781,32.1401521868683,31.1549444351749,31.3687152862549,781968,0,0,0.506196446828633,31.2213431767055,,2.13138958538972
2002-09-13,30.2719778996825,31.3966023387241,30.2162107187658,30.4764537811279,338264,0,0,-2.84443113779009,30.9717205592564,,2.09828751221412
2002-09-16,30.7645861920821,30.9318849219959,29.6492537621577,29.8816146850586,288592,0,0,-1.95179892103351,30.6650041852679,,2.1415002503131
2002-09-17,30.420688804451,30.9504728068914,30.3184522745387,30.7552890777588,462952,0,0,2.92378575223731,30.6530535561698,,2.19108722484434
2002-09-18,30.5787015610783,30.6716459427229,29.5563133629875,29.8072643280029,315432,0,0,-3.08247712241937,30.5627645765032,,2.45309865650462
2002-09-19,29.5563144683838,30.5415255179508,29.184536927901,29.5563144683838,490848,0,0,-0.841908391382906,30.436625616891,,2.45808927896361
2002-09-20,28.496735302156,29.5005330427824,28.375905957909,29.0729885101318,501072,0,0,-1.63527140289754,30.1312343052455,30.0504648844401,2.11096578020493
2002-09-23,29.2774912206138,29.3518456192971,28.4595814893435,28.5804080963135,248504,0,0,-1.69428888828095,29.7329047066825,30.0191738128662,2.01268142939356
2002-09-24,28.4781509324035,28.4781509324035,27.3070514457425,27.61376953125,267912,0,0,-3.38217201729938,29.3239498138428,29.9689835866292,2.0900609274334
2002-09-25,26.972462319711,28.0692049548969,26.7679835331467,27.8275489807129,379544,0,0,0.774176988842323,29.0305118560791,29.9928393046061,2.21605153655126
2002-09-26,28.4037960366965,28.7105112799002,28.0691957845602,28.2643795013428,178136,0,0,1.56977720507345,28.6746676308768,30.0312560399373,1.84548938575115
2002-09-27,28.1714338890287,28.9986380613108,28.1714338890287,28.6082706451416,206288,0,0,1.21669447504584,28.5033828190395,30.0833046595256,1.82386075982065
2002-09-30,28.1714431017167,28.6082800006851,26.9724611262984,27.5673046112061,202232,0,0,-3.63868912891571,28.2192385537284,30.1229611714681,2.16725288021007
2002-10-01,27.6974262999466,28.0692038341741,26.8609268479348,27.3349437713623,240192,0,0,-0.842885596255549,27.9709464481899,30.1303967158,2.14731360859102
2002-10-02,27.3349437713623,27.3349437713623,27.3349437713623,27.3349437713623,0,0,0,0,27.7930229731968,30.0935293833415,2.13261428149892
